"@title","Deutsch"
,"Come on! It's fun!"
"#02456","I have found the dark lord at last!"
,"My quest to free the cursed princess and win her hand has been a long one to be sure..."
,"But that will only make my victory all the sweeter!"
"#02457","I've been working on my slithering technique."
,"Here, let me show you..."
,"By wrapping myself around your neck!"
"#02458","I may be a fairy, but I've always been a bit of a nonconformist."
,"I want to be able to go back to fairyland as a conquering hero, with my head held high."
,"So..."
,"Would you mind losing?"
"#02459","Hello. I am the monarch of these lands. In other words, I'm king."
,"I've decided the best way to expand my kingdom and ensure its safety is for me to lead my fleet myself."
,"But enough with the pleasantries..."
,"Let's fight!"
"#02460","Hey! I thought you were fellow turtles, but, now that I look closely, you have no shells or scaly skin!"
,"Hmph! How dare you pretend to be turtles!"
"#02461","It's been quite a while since I've had a bite to eat. 62 years, as a matter of fact..."
,"I think I'm due for a snack...!"
"#02462","Hi! I'm promoting a new strength tonic. It's super effective! ...At least that's what they say."
,"If I could beat an infamous group of pirates like yourselves..."
,"I'm sure it would start flying off the shelves!"
,"So let's get this over with!"
"#02463","Hisssss!"
,"You'll get my action figure collection when you pry it from my cold, dead coils!"
,"Just try it! I'll sssswallow you whole!"
"#02464","Grrr! Humans!"
,"I'll eat you tail first!"
"#02465","ALERT! ALERT!"
,"INTRUDERS!"
,"ELIMINATE!"
"#02466","ALERT! ALERT!"
,"NO ENTRY!"
,"OFF LIMITS!"
"#02467","Hello. I'm on a world cruise at the moment."
,"While I was visiting so many pristine islands and enjoying these beautiful vistas, it came to me."
,"I was born to be a pirate!"
,"So let's fight!"
"#02468","ALERT! ALERT!"
,"INTRUDERS!"
,"EXTERMINATE!"
"#02469","Heh! So you're the group of pirates that everyone is talking about!"
,"Let's see how you handle my legendary sword-fighting technique!"
"#02470","Hey, hey! Wanna fight? I'll warn you: I've got superhuman strength."
,"One of my headbutts will knock you into the middle of next week!"
"#02471","Mew, mew..."
,"(""Oh, look! Food!"")"
"#02472","Hello. I am a rare creature made entirely of cardboard boxes."
,"You should be aware that I am an endangered species."
"#02473","Mew, mew, mew..."
,"(""Look! More food!"")"
"#02474","Well, if it isn't the pirates who have been causing trouble in our territory!"
,"Prepare to die!"
"#02475","Greetings, knave!"
,"Prepare to die!"
"#02476","Heh heh. It's been a long time."
,"I've just completed an extensive round of repairs."
,"Now, then..."
,"Davy Jones is waiting for you! ...For real this time!"
"#02477","Heh heh. Hello again."
,"The body you destroyed the other day has been fully repaired."
,"Now, then..."
,"Time to feed the fishes!"
"#02478","Heh heh. Hello again."
,"The body you destroyed the other day has been fully repaired."
,"Now, then..."
,"To the bottom of the sea with you!"
"#02479","Heh heh. Hello again."
,"The body you destroyed the other day has been fully repaired."
,"Now, then..."
,"It's time for you to sink like the setting sun!"
"#02480","Heh heh. Hello again."
,"The body you destroyed the other day has been fully repaired."
,"Now, then..."
,"Do you have your scuba license? 'Cause you're going diving!"
"#02481","Heh heh. Hello again."
,"The body you destroyed the other day has been fully repaired."
,"Now, then..."
,"Um... Yeah... Something to do with sea!"
"#02482","Heh heh. Hello again."
,"The body you destroyed the other day has been fully repaired."
,"Now, then..."
,"You'd better watch your sodium intake! ...Because of all the salt water you'll be swallowing...?"
"#02483","Heh heh. Hello again."
,"The body you destroyed the other day has been fully repaired."
,"Now, then..."
,"Can't you just let me win one?"
"#02484","Heh heh. Hello again."
,"The body you destroyed the other day has been fully repaired."
,"Now, then..."
,"The sea... Yadda, yadda... Your doom... Yadda, yadda... You get the idea."
"#02485","Ah..."
,"What a lovely day..."
,"We should really go for a picnic instead of sticking around on guard duty."
,"...?!"
,"It's an enemy!"
"#02486","So you're the ones the king sent, eh?"
,"Our last 73 battles have ended in ties..."
,"You really think you can beat us?!"
"#02487","We're not as weak as you think!"
,"Come and fight!"
"#02488","Ha! You think you can stand up to a fisherman?"
,"I'll have you filleted in no time flat!"
"#02489","Hello! I'm an adventurer traveling the unexplored corners of the world!"
,"I got lost and was about to run out of food!"
,"So I'm going to have to steal yours!"
"#02490","Ho! Ha! These fists are lethal weapons!"
,"None can stand up to them! Come and see!"
"#02491","Ha ha ha! With this sword, I have defeated countless fiends."
,"Seriously, I tried counting and totally lost track!"
,"Let's see how you like my blade!"
"#02492","*yawn*"
,"It's been so long since we came to live on this peaceful little island."
,"Nobody ever comes here. Certainly not any pirates. But I wouldn't mind a fight..."
,"...Hey!"
,"Wait a minute! You ARE pirates! I'd better get ready!"
"#02493","Oh, hello."
,"Are you <co=0066cc>equipping </co>your crewmates properly?"
,"Equipment can make a big difference in your battles. You'll want to make sure your crew has the best."
,"......?!"
,"Wait a minute! You're the enemy!"
"#02494","Well, I'll be! I didn't expect anybody to make it all the way out here!"
,"That takes guts! Don't mean that I won't kill ya, though!"
"#02495","Grrrooooor!"
,"(""Just try and beat us!"")"
"#02496","Well, if it isn't the pirates who have been causing trouble in our territory!"
,"You won't beat us!"
"#02497","Grrrrr!"
,"So you found me at last... My fans are nothing if not persistent!"
,"But I'm afraid I can't give you any autographs!"
"#02498","Have you come to taste the sting of my arrows?"
,"Then, by all means, allow me to pick you off from a safe distance!"
"#02499","Hey-hey!"
,"I got separated from my traveling circus a long time ago."
,"So I started pirating. Gimme your money!"
"#02500","Caw! Caw!"
,"(""I wish somebody would make a plush of me for the children of the world to play with!"")"
"#02501","Pillage! Plunder! That's the pirate's way! ♪"
,"(And a one, and a two...)"
,"Give us your treasure if you want to see another day! ♪"
"#02502","Hey, buddy..."
,"Are you paying attention to your ship's construction?"
,"Placing compatible facilities near your crew's cabins makes it easier for them to earn <co=0066cc>knowledge </co>points."
,"And that helps them change jobs. Try tapping a cabin to check its compatibility occasionally!"
,"<co=ff0000>..."
,"Wait a minute! You're the enemy!"
"#02503","Ya! Ya! Time to put all those years of spear training to the test!"
,"Ya! Ya!"
"#02504","Ha ha ha! Welcome, pirates!"
,"Think you can stand up to my attacks?"
"#02505","Yay! Yay!"
,"Yesterday I started holding my spear in a different way, and it makes a huge difference!"
,"I can't wait to try it on you guys!"
"#02506","Hey, there. I'm surprised you made it this far."
,"But I don't let ANYBODY mess around in my fields!"
,"It's harvest time...a harvest of DEATH!"
"#02507","Hi-ya! I tell ya, fighting with a weapon you made yourself..."
,"It's about the best feeling in the world!"
,"Come on! Fight!"
"#02508","Hey! I didn't expect to see enemies all the way out here!"
,"Let's see if this blade of mine is still sharp!"
"#02509","Welcome!"
,"Just leave your valuables in this box!"
"#02510","Hello, there. I'm afraid I'm rough and craggy."
,"Try not to hurt yourself hitting me!"
"#02511","Aw! I wanted to hide and pick you off from afar!"
,"I guess I have no choice but to stand up straight and proud and..."
,"Pick you off from afar!"
"#02512","Ha ha ha! I'll have to admit, I'm surprised anybody made it this far!"
,"I just got a new weapon that I'm dying to try out."
,"Brace yourselves... BAM!"
"#02513","Hi! I'm an adventurer who's famous for exploring remote areas of the world."
,"I thought I was the biggest baddest explorer around, but since you made it here so easily..."
,"I'll just have to get rid of you! I'm number one!"
"#02514","Ah, another day, another group of fearless pirates."
,"Very well. I'll take care of you just as I did all the rest!"
"#02515","Hey, buddy..."
,"Is your ship's brig gettin' a bit full? Try stopping at your base once in a while to empty it out!"
,"I've heard that one of the king's rewards might be the ability to build more brigs, ya know..."
,"So try and capture as many enemies as you can to build up your population!"
,"<co=ff0000>..."
,"Wait a minute! You're the enemy!"
"#02516","Oh, hey there."
,"I've been a carpenter for 4 years now. I can pound nails with the best of 'em."
,"And I think I'm gonna pretend that you're nails!"
"#02517","Nice to meet you."
,"I didn't expect to see any lost sheep in these parts."
,"I do love sheep myself. So nice and fluffy... Here, let me help you find your way out...!"
"#02518","Yo ho! Yo ho! So ye be the pirates encroaching on our territory?"
,"Me men 'ave been cryin' themselves to sleep because of ye! Are ye proud of yourselves?"
,"Let's see if ye can handle a true pirate!"
"#02519","Roooooar!"
,"(""I could go for a bite to eat!"")"
"#02520","Oh, hi!"
,"Are you choosing crewmates with a lot of stars to lead your combat teams?"
,"That affects how many crewmates they can take with them on missions, so choose somebody good!"
,"Because if you don't..."
,"You'll have no chance of beating me!"
"#02521","Grrrrr!"
,"I just heard that somebody defeated my sister..."
,"Was that you guys?! It was, wasn't it!"
,"Well, I'm here to avenge her!"
"#02522","<co=ff0000>..."
,"Tut mir leid, ich rede nicht viel."
,"...Los, kämpft!"
"#02523","Do you really think you can get in the way of my plans for world domination?!"
,"I'll make hamburger out of you!"
"#02524","Groooooooar!"
,"(""Nice weather we're having!"")"
"#02525","Well! We don't see many pirates around here!"
,"We'd love to have you over for dinner!"
,"I haven't had pirate stew in ages!"
"#02526","Hey."
,"You probably think you beat me before."
,"But I can come back over and over!"
,"Ha ha ha! Come on and fight!"
"#02527","Hello, there. You've certainly come a long way."
,"You know, I was a king until just recently..."
,"But I got chased off the throne for breaking the rule about only playing one hour of games each day."
,"I've been living off of my oil wells, but wouldn't you know it? I've still got too much darn money!"
,"So I thought I'd try piracy to pass the time. You'll be my first real battle! How fun!"
"#02528","Hey, those are some nice weapons you've got there!"
,"Care to trade?"
,"...For this used tissue, that is!"
"#02529","HO HO HO!"
,"I WILL CRUSH YOU!"
"#02530","Greetings! This area is known for its beautiful scenery and quaint teahouses. It's quite a tourist spot."
,"Hm? You don't see any of that?"
,"That's because I destroyed it all! And you're next!"
"#02531","Oh, I just love monsters!"
,"That's why I'm a wizard."
,"It's no exaggeration to say that there's no monster that I can't train."
,"Why, yesterday I managed to capture 2 out of 5 monsters without getting bitten. That takes skill!"
,"So... Are we going to fight or what?"
"#02532","This is quite a crew you have here!"
,"But I'll take you all on!"
"#02533","How do you do? This is my first battle since I retired as a pastry chef."
,"So please take it easy on me."
"#02534","*crackle, crackle*"
,"I love breathing fire! But I'm a little under the weather today, so I'll just be fighting hand-to-hand!"
"#02535","Howdy, howdy!"
,"Making people laugh is my mission in life!"
,"I devoted my every waking moment to studying humor, but it still wasn't enough!"
,"So naturally, I decided to become a pirate! ...Look, don't over-think this."
,"So... Are we going to fight or what?"
"#02536","Ha ha ha! <team> is famous, you know! Or should I say, infamous!"
,"I've been a fan of yours ever since I first heard about you. Finally, I decided I had to meet you!"
,"...And defeat you, of course! Time to see if this crew of mine is any good!"
"#02537","Heh. I represent a retail company that sells all across the seven seas."
,"We were going to open up a branch here, but...it seems that it's infested with pirates."
,"We'll have to do something about that!"
"#02538","Ack!"
,"People! I've gotta get outta here!"
"#02539","*crackle, crackle*"
,"I often spit fire when I belch! But today's one of my off days, so I'll just fight hand-to-hand!"
"#02540","Ho ho ho! Do you know who I am!"
,"I am the great and powerful King Plomp!"
,"Bow down before me!"
,"......Since you will not bow, you must be punished!"
"#02541","*crackle, crackle*"
,"So we meet again! Maybe we should exchange email addresses..."
,"I'm still on dial-up, though!"
"#02542","Ow..."
,"My stomach... I can't possibly fight with a stomach ache like this..."
,"Ouch! I think I'll just go home and take it easy..."
,"......Gotcha!"
,"Take this!"
"#02543","ROOOOOAR!"
,"WHO WOKE ME UP?!"
,"WAS IT YOU?!"
"#02544","Ah! It feels good to work up a sweat!"
,"Isn't swinging a sword fun?"
,"How about we have some fun together, you and I?"
"#02545","<co=ff0000>..."
,"I will cut you down!"
"#02546","Aw, man... Why did I have to get lost on my school trip from the wizard academy...?"
,"The sea sure is pretty, though..."
,"You know what? I think I'm gonna become a pirate! And you can be my first victims!"
,"Let's do this!"
"#02547","Perfect timing! I've was just hoping a group of burly pirates would pass by!"
,"You see, I need some guinea pigs for my latest spell!"
,"You don't mind, do you?"
"#02548","I'm impressed you made it this far! But I'm afraid your adventure ends here!"
,"You're about to enter a watery grave!"
"#02549","Booooo!"
,"All those who see me..."
,"Are doomed to die!"
"#02550","*clip-clop, clip-clop*"
,"Hello! I'm on loan from Beastie Bay!"
,"Come on! Fight!"
"#02551","I bought a bunch of cakes for my mom. I can't wait to get back and give 'em to her!"
,"Hm?!"
,"Eek! You're pirates! Help!"
"#02552","That's odd... I could've sworn I dropped it here, but there's no sign of my wedding ring..."
,"Oh, hello. Are you looking for something, too? No? What's that? You're pirates?!"
,"Maybe my ring is in one of your bags! Let me see!"
"#02553","Oho!"
,"Did you answer my request for sparring partners? I knew putting an ad online would be effective!"
,"Well, come on then. Let's fight!"
"#02554","Hey, have you heard?"
,"They say that when the sun goes down, this area is swarming with the ghosts of dead pirates."
,"But we're not scared..."
,"Since we're the ones who killed them!"
"#02555","Hey, have you heard?"
,"This place is a pirate graveyard. Yep, the bones of hundreds of pirates are buried right here."
,"But we're not scared..."
,"Since we're the ones who killed them!"
"#02556","La la la! ♪"
,"Hum de dum! ♪"
,"Huh?! Were you listening?! That's my new single. It's going to be released next month!"
,"I'm afraid I can't let you out of here alive!"
"#02557","Hi-diddly-dee! ♪ Feeling queasy? ♪<br>Try No-Barf the next time you step off the wharf! ♪"
,"No-Barf: The seasickness pill even sailors can rely on. Would you like to try one?"
,"What's that? You're searching for treasure? No treasure here. But there might be some beyond me...!"
"#02558","Bwa ha ha! Welcome!"
,"So nice of you to come visit me!"
,"Now let me fill you full of holes like a well-used tissue!"
"#02559","Bwa ha ha! Welcome!"
,"So nice of you to come visit me!"
,"Now let me shatter you like my smartphone's screen!"
"#02560","Nice! It's almost time for me to go off duty."
,"Today I'll have some of that pudding in the refrigerator and then have a relaxing bubble bath."
,"Hey, you're not my replacement! How dare you keep me from my pudding?!"
"#02561","You've got some nerve standing in the way of my quest!"
,"It's my mission to bring peace to the world! ...And also impress lots of girls!"
,"I won't let you ruin this for me!"
"#02562","<co=ff0000>..."
,"Aaagh! Famous pirates are attacking!"
,"What'll I do?!"
"#02563","Heh heh heh. I've heard of a band of infamous pirates in these waters..."
,"I had hoped ye might be a match for me."
,"A-A-And you d-d-do look p-p-pretty strong! You d-d-don't wanna fight, do ya?"
"#02564","Hello."
,"I'm so scary that the boogeyman checks his closet every night for ME!"
,"I'm so scary that I make onions cry!"
,"You are not prepared!"
"#02565","Heh heh heh. My brilliant plan is to send sweet, sweet candy to the pirates of the world..."
,"Then defeat them once they're all doughy and out of shape!"
,"I won't let you stand in my way!"
"#02566","*rumble, rumble*"
,"Some people call themselves hard-headed..."
,"But they've got nothing on us! Wanna see?"
"#02567","*rumble, rumble*"
,"Let me show you how to ROCK!"
"#02568","And a one, and a two, and a three! You never know when enemies will show up!"
,"We have to keep our rhythm going! And a one, and a---"
,"Oh, they're here... Time to put all of those aerobics workouts to the test!"
"#02569","I hate guard duty..."
,"Nobody ever attacks us..."
,"Aaagh!"
,"All right, time to earn my yearly bonus...!"
,"Attaaaaack!"
"#02570","Come here and gimme a big hug!"
,"I promise I won't stick you with my spines..."
"#02571","Eek! Eek!"
,"Entering mach speed!"
"#02572","Ack! Pirates! I've gotta get outta here!"
,"<co=ff0000>..."
,"No, wait. I'm supposed to fight!"
"#02573","Well, if it isn't the infamous <team>."
,"I was just thinking it was time someone took you down. I'm just glad we're the ones to do it!"
"#02574","Wooo! Wooooooo!"
,"News of your exploits has even made it to the spirit world!"
,"I'll be a star there if I can defeat you!"
"#02575","Heh. Welcome."
,"In honor of the courage you showed in coming here, I'm going to fight at 120% my normal power!"
"#02576","Hey, there. You lost?"
,"I think you want to go that way..."
,"That's right... Straight down the road to hell!"
"#02577","Booooo!"
,"I've been a ghost for 246 years now."
,"You'd think they could change my sheet once in a while, wouldn't you?"
"#02578","Eek! Eek!"
,"Can you hear that ultrasonic sound? I can!"
"#02579","Eek! Eek!"
,"Do you like my lustrous skin or my bushy fur better?"
"#02580","Stop right there! I wouldn't even let a kitty-cat pass!"
,"Much less a human being!"
,"Well..."
,"Actually I like cats, so I'd probably let one pass. But not you!"
"#02581","Grrrrr!"
,"Grrrrrrr!"
,"Wanna fight?"
"#02582","Heh."
,"Your reputation in the world of the dead is top-notch."
,"Let me take you there and show you!"
"#02583","Oh!"
,"I never expected to run into humans here!"
,"...Well?"
,"Gimme a cucumber!"
"#02584","Hi, there!"
,"I just love being a Viking! There's nothing like it!"
,"The blue sky! The white clouds!"
,"And the red blood that flows from my weapon! What could be better?!"
"#02585","Eek! You found me!"
,"Yo!"
"#02586","Heh heh heh. You're no match for me!"
,"Ha ha ha ha! I'm about to laugh myself right out of my shell!"
"#02587","Ah, nobody will bother me out here in the middle of the ocean..."
,"...Huh?!"
,"You've come to invade my territory, eh?"
,"Well, I don't think so! Just try it!"
"#02588","Just a minute!"
,"Heh. You didn't expect to face an enemy like me in the middle of the ocean, did you?"
,"Well, I'm not letting you pass!"
,"Got it?"
"#02589","Caw! Caw!"
,"Heh! We've mastered the art of flying even in the middle of the ocean!"
,"Let's get 'em, boys!"
"#02590","That's funny... My childhood home was right here, and now there's nothing but seaweed..."
,"Hey, who are you..? And what're you doing with those weapons?!"
,"What have you done with my home?! Take this, you monsters!"
"#02591","More lost sheep today. One, two, three..."
,"*yawn...*"
,"Zzz..."
,"Wha--?! Where'd you come from?!"
"#02592","Heh heh heh."
,"You thought I killed your father, didn't you?"
,"But, no... I am your father!"
,"...What do you mean I have the wrong person?!"
,"Darn!"
"#02593","Hello, there."
,"Are you upgrading your weapons and armor at the blacksmith?"
,"It's very important if you want to get the most power out of your weapons!"
,"Of course, I ended up going to the blacksmith so much I almost went bankrupt!"
,"So watch how you spend your gold!"
,"Hm? Oh, yeah, I guess we should fight."
"#02594","Hey, there. You lost?"
,"You poor lost little goat. Here, I'll lead you home."
"#02595","Hello."
,"Have you had much luck hatching monster eggs?"
,"From what I can tell, egg values have different limits depending on their rank."
,"A rank 1 egg has max values of 100, but it seems that some monsters won't appear if you make them exactly 100."
,"Egg hatching is surprisingly deep. You may want to try a variety of approaches."
,"Now let's fight."
"#02596","Mumble, mumble..."
,"Sh! Quiet!"
,"I'm in the middle of a new anti-pirate spell!"
,"Abra...cadabra!"
"#02597","Ha ha ha! Nice of ye to pay us a visit!"
,"Come an' share a drink with me!"
,"It's poisoned, of course!"
"#02598","Whoa!"
,"I didn't expect any pirates to make it all the way out here..."
,"I'm really taken aback."
,"Let's see what I can do to thank you..."
,"In battle!"
"#02599","Ha!"
,"Now that I've inherited my country's super-secret spear techniques..."
,"There's no one in the world who can beat me! En garde!"
"#02600","All right. Time to show off my elite skills!"
"#02601","Oho! So you're the pirates who've been causing so much trouble!"
,"Let's see how you handle a genuine, bona fide, in-the-flesh Viking!"
"#02602","Aha...! You seem to have what it takes to commune with monsters."
,"If you have some monsters in your crew, I assume you're working on leveling them up?"
,"When they reach a certain level, they can <co=0066cc>evolve </co>into even stronger forms. But you knew that..."
,"Of course in some cases they can even get weaker, or not evolve at all. It just depends..."
,"Well, come on. Let's see how strong these monsters of yours are!"
"#02603","Hello. I'm a kappa--you know, a water sprite? I'm originally from a river, but I'm moving up in the world..."
,"Yep, it's nothing but ocean for me from now on!"
"#02604","So, we meet again."
,"I almost never meet people more than once..."
,"It must be fate!"
,"...By which I mean that I'm fated to kill you!"
"#02605","<co=ff0000>..."
,"You think you can get in the way of a ninja?"
,"Don't you know that ninjas are experts..."
,"...at making things disappear?!"
"#02606","Jump, jump! Jumpety-jump!"
,"...I WILL DESTROY YOU!"
"#02607","Heh."
,"I hope you don't think that I'm just an ordinary mariner!"
,"Underestimate me at your peril!"
"#02608","The other sailors speak of pirates who can kill you with a glance! Is that you?"
,"Oh, no! I'm so scared! Ha!"
"#02609","Whoa! I didn't expect to run into a gang of super-strong pirates here!"
,"My favorite singer is signing autographs tomorrow!"
,"You're not gonna make me miss it!"
"#02610","Oh! I thought I heard some scary sounding footsteps! So it was you pirates, eh?"
,"Well, I'm gonna go see my favorite singer in concert tomorrow!"
,"You're not gonna make me miss it!"
"#02611","Drip, drip! Hello, there!"
,"How are you? Do you ever make mistakes? You know, faux pas?"
,"Just the other day, I was the entertainment at my cousin's wedding, but I made a huge mess of it..."
,"I was so embarrassed that I wet myself..."
,"But I won't make a mistake today!"
"#02612","Welcome? What can I get for you today?"
,"Oops! Hello. I'll be your secretary here and I'll do whatever I can to help you make a best-selling game!"
,"Oops again! This is not a game company at all! But...that does sound like it would make a fun game, no?"
,"So... Are we going to fight or what?"
"#02613","The produce I grow in my fields is second to none!"
,"After all, I got plenty of practice with that Pocket Harvest game!"
,"I'm warning you, now. I don't let anybody mess up my fields!"
"#02614","Hello! I'm quite a savvy merchant, if I do say so myself!"
,"I learned everything I know by playing company management simulation games!"
,"I can't recall the name of the company that made them... Silosoft? Kilosoft? Anyway..."
,"If you beat me... Maybe you should try one of those other games!"
"#02615","Hmph!"
,"Y-You wanna fight?!"
"#02616","So we meet again."
,"Many pirates have sought the legendary treasure, but most ended up at the bottom of the sea."
,"How do I know?"
,"Because we're the ones who sunk them!"
"#02617","As a blacksmith, I've produced countless weapons..."
,"Works of art that I poured my very soul into... I've always regretted having to sell them."
,"That's why I've decided to leave on a journey to take them all back!"
,"And I'm starting with yours!"
"#02618","Well, now! I didn't expect the strongest pirates in the world to make it into this neck of the woods!"
,"Just give me a minute while I get ready for battle! Almost there..."
,"OK! Let's do this!"
"#02619","Look at these biceps!"
,"That's what carpentry will do for you!"
,"And they're pretty useful in combat as well!"
"#02620","So you're the legendary pirates I've heard so much about..."
,"If I defeat you, I can become a legend myself!"
"#02621","*crackle, crackle*"
,"I love watching fire burn... But I can't actually make fire so I'll have to fight you hand-to-hand!"
"#02622","Who do you think you are?!"
,"Do you really think you can beat us? We've tied our last 91 battles!"
,"We'll beat you to a pulp!"
"#02623","Hmph!"
,"I can't let anyone stand in the way of my quest for world domination!"
"#02624","Ha ha ha! I am a world-class pugilist! You really think you can beat me?"
,"...No, I can't draw you a picture! I'm not that kind of artist! Why does everyone ask me that...?"
,"Prepare to face the ultimate in martial skill!"
"#02625","Wa ha ha ha ha!"
,"I haven't seen an outsider in so long. It's kind of nice..."
,"Now give me all of your money and treasure! ...And food if you have any!"
"#02626","Oh!"
,"You found me!"
"#02627","Wow! I didn't expect any pirates to come all the way here to capture me!"
,"But this is one bounty you're not going to collect!"
"#02628","Hmm... I'm surprised you little lost sheep managed to make it all the way here."
,"But now that you're here, I guess I'd better shear you. Your wool would make a lovely sweater!"
,"Seriously, take off that costume and hand it over!"
"#02629","That's far enough!"
,"If you want to go any further..."
,"You'll have to make it past me!"
,"Well, me and these guys next to me. It's a group effort, really..."
,"Let's get 'em, boys!"
"#02630","Oh, hello!"
,"The boss? Oh, he's resting just over there."
,"Go on. You can't miss him!"
,"<co=ff0000>..."
,"Gotcha! I'm the boss!"
,"Eat this!"
"#02631","*cough, cough*"
,"I'm a little under the weather. I think I'm coming down with something..."
,"But I'll do my best!"
"#02632","You there! Where do you think you're going?"
,"Ah, I see..."
,"Well, then, allow me to show you the way."
,"The way to hell, that is!"
"#02633","Hmm...!"
,"Can you give me just a bit more time?"
,"I'm about to finish the best invention of my career..."
,"Almost there..."
,"Agh! Now it's ruined!"
,"And it's all your fault for distracting me!"
"#02634","Ha ha! More fools have come to fight me again today!"
,"Very well, I'll finish you off and then have a little snack!"
"#02635","Arr! Greetings!"
,"Ye seen any pirates in these parts?"
,"Ha ha! Ye mean ye be pirates?! Dressed like that?!"
,"THIS be what a REAL pirate looks like!"
"#02636","Zzz..."
,"Wha--?!"
,"Who dares interrupt my nap?!"
,"I'll see that you sleep...forever!"
"#02637","Hiya!"
,"You certainly look ready to fight. That's the spear-it!"
,"What? I thought it was funny... What with me being a spearman and all..."
"#02638","What?! How did you cross my magical boundary?!"
,"This kind of thing hasn't happened since those legendary pirates attacked..."
,"Hey, wait a minute..."
,"Was that you?! Now I'm really mad!"
"#02639","Ha ha ha!"
,"Ha ha ha haaaaa! *wheeze*"
,"I can't breathe in this mask!"
,"Let's get this over with, quick!"
"#02640","Grrr! Those stupid pirates are all anybody can talk about!"
,"Just because they've defeated one skilled warrior after another..."
,"It doesn't mean they're all that. I could beat them, don't you think?"
,"Hm? You mean you're them?!"
,"How embarrassing... But in my defense I only got 6 hours of sleep last night!"
"#02641","*crackle, crackle*"
,"Prepare to die!"
"#02642","How are we feeling today? No aches or pains?"
,"No injuries of any kind?"
,"...Good."
,"Now I can fight you in good conscience!"
"#02643","Ha ha ha ha ha! Welcome!"
,"This should be quite a battle. I'm looking forward to it!"
"#02644","HO HO HO!"
,"TIME FOR YOU..."
,"TO GO!"
,"...By which I mean, go to the underworld. To die, in other words. Sorry if that wasn't clear..."
"#02645","Heh. Care to bet your life savings on the outcome of this battle?"
,"I didn't think so."
,"Some people just don't have the guts."
,"But I'll fight you anyway!"
"#02646","It's time for battle!"
,"Well, I guess that's obvious, what with all the weapons and armor..."
"#02647","Heh... Who would've thought that a little nothing of a country like <team>..."
,"Could become one of the major powers in this world?"
,"And at the center of it all..."
,"Is none other than Mr. Fluff E. Sheep! I'll kill him first!"
"#02648","Burn, burn, burn!"
,"I'll set fire to that ship of yours and use it to roast marshmallows!"
"#02649","Well, now..."
,"You've discovered an impressive number of islands."
,"I've been watching you from the very beginning."
,"You see, I've been a stowaway on your ship the whole time!"
,"I've just been waiting for the moment when I could defeat you and take it for myself!"
"#02650","I can fight, too, you know!"
,"Look! I'll show you!"
"#02651","...If you continue on in this direction..."
,"You should see an island... Hm? It's not there. That's odd..."
,"Hey! This is my path! You can't stand on my path!"
"#02652","I certainly didn't expect to run into a worthy opponent out here."
,"I hear you've been causing a lot of trouble for my friends..."
,"Now it's your turn to taste defeat!"
"#02653","All right...!"
,"Time for some chompin'!"
"#02654","Ah! So you're the savage band of pilots I've heard so much about?"
,"Hm? Pirates?"
,"Oh, that makes a lot more sense..."
"#02655","Ha ha ha!"
,"You think you have what it takes to survive in this dog-eat-dog world?"
"#02656","I've brought some of my strongest friends!"
,"You won't beat me this time!"
"#02657","Ha ha ha! You think you're so smart with your fancy ship and your weapons?"
,"Let's see if you can stand up to a real Viking!"
"#02658","Grrr!"
,"If you hurt my monsters, you hurt ME!"
,"Let's see how you like it!"
"#02659","Yo ho, matey! It's been decades since I started me search for the legendary treasure..."
,"I still haven't found it! But it wouldn't be legendary if ye could find it right away, would it?"
,"Do ye know anything about it? Ye do, don't you?! I'll be makin' ye talk!"
"#02660","Ho ho ho ho ho!"
,"Ho ho ho! You really think you can defeat ME?! Ho ho ho-- *wheeze* I'm laughing so much--"
,"I might not be able to fight...!"
"#02661","Pirates, eh?"
,"This is where your luck finally runs out!"
,"Give me your lives!"
"#02662","Ah, we meet again!"
,"That's right, I'm back! With a fresh cucumber and everything!"
,"It's time to show the world what a kappa can do!"
"#02663","I'm here on a quest for the lost city of gold..."
,"You think I'm just going to let a band of dirty pirates take it from me?"
,"Begone!"
"#02664","So you're the rookie pirates I've been hearing about."
,"Yeah, maybe I'll call you the ""latecomer rookies."" That has a nice ring to it."
,"Maybe it'll help you remember that I was here first!"
"#02665","Ha ha ha! I was called the strongest pirate in these seas since before ye was in diapers..."
,"And ye want to fight me?"
,"Go home to yer mommies!"
"#02666","Ho ho! You're the famous pirates that everyone's talking about?"
,"I hear you defeated my royal honor guard! ...Tall guys? ...Heavy armor?"
,"You mean you don't even remember?!"
,"Inconceivable! You'll pay for this!"
"#02667","Nice weather today, isn't it?"
,"In fact, it's the perfect weather for..."
,"A battle!"
"#02668","<co=ff0000>..."
,"Hey, how'd you see me? I'm a super stealthy ninja!"
,"Oh, well. Let's just fight then!"
"#02669","Blaaaaargh! Ugh... Blaaaaaaargh!"
,"Thank goodness you're here... Please... You have to help me..."
,"Put me out of my misery!"
,"If only I hadn't--blaaaaargh--eaten those mushrooms!"
,"Blaaaaargh!"
"#02670","Oho!"
,"I take it you're the pirates about whom I've heard so much."
,"I could tell by looking into your eyes... I can tell a lot of things from a man's eyes."
,"For example, your eyes tell me that you've been playing too many games..."
,"Impressive, no?"
,"This kind of insight is both a gift, and a curse."
"#02671","Well, hello!"
,"I was just looking for some capable bodyguards."
,"You interested? I only have one condition..."
,"You have to be stronger than me!"
"#02672","Oh, how do you do?"
